nome,nome,votos
LUIZ OLINTO CAPOVILLA TORTORELLO,LUIZ OLINTO CAPOVILLA TORTORELLO,0
MARCELO THEODORO DE AGUIAR,MARCELO THEODORO DE AGUIAR,65970
ODECIO BRAGA DE LOUREDO FILHO,ODECIO BRAGA DE LOUREDO FILHO,960
RODRIGO GARCIA,RODRIGO GARCIA,336150
ROSEMÉRI DO NASCIMENTO SUPPLIZI,ROSEMÉRI DO NASCIMENTO SUPPLIZI,87
ELZA MARIA NUNES,ELZA MARIA NUNES,337
MARIA APARECIDA CIDRÃO,MARIA APARECIDA CIDRÃO,443
ELENI SANTOS DA SILVA,ELENI SANTOS DA SILVA,84
ALVARO LUIZ PINTO PANTALEÃO,ALVARO LUIZ PINTO PANTALEÃO,401
JOSE BENEDITO DE LIMA,JOSE BENEDITO DE LIMA,3858
JOSE WALDIR PINTO,JOSE WALDIR PINTO,3129
JOSÉ APRIGIO DA SILVA,JOSÉ APRIGIO DA SILVA,41047
JOÃO DORETO CAMPAGNARI NETO,JOÃO DORETO CAMPAGNARI NETO,1054
JOÃO HENRIQUE DOS SANTOS,JOÃO HENRIQUE DOS SANTOS,5014
JULIO CESAR GALVES GOMES MANGINI MOSQUEIRO,JULIO CESAR GALVES GOMES MANGINI MOSQUEIRO,174
MARCOS CESAR PONTES,MARCOS CESAR PONTES,43707
MARIO REGIO,MARIO REGIO,450
ODMIR ALVES PEREIRA,ODMIR ALVES PEREIRA,0
RIVAEL BENEDITO DE SOUZA,RIVAEL BENEDITO DE SOUZA,22584
JOSE GUSTAVO FAVARO BARBOSA SILVA,JOSE GUSTAVO FAVARO BARBOSA SILVA,14473
WILMA PIRANI AMORIM,WILMA PIRANI AMORIM,741
JOÃO MARCOS PEREIRA VIDAL,JOÃO MARCOS PEREIRA VIDAL,9362
JORGE ABISSAMRA,JORGE ABISSAMRA,0
ERASMO VIEIRA DE SOUSA,ERASMO VIEIRA DE SOUSA,321
JOSÉ RODRIGUES DOS SANTOS,JOSÉ RODRIGUES DOS SANTOS,3237
MARCO AURELIO UBIALI,MARCO AURELIO UBIALI,77962
IOLANDA KEIKO MIASHIRO OTA,IOLANDA KEIKO MIASHIRO OTA,102963
CLAUDIO TOSCANO DE ARAUJO,CLAUDIO TOSCANO DE ARAUJO,3259
HELOISA HELENA FRANÇA GOMES,HELOISA HELENA FRANÇA GOMES,354
EDVALDO GERMANO SALES,EDVALDO GERMANO SALES,548
PEDRO TOMISHIGUE MORI,PEDRO TOMISHIGUE MORI,0
FRANCISCO MOACIR BEZERRA DE MELO FILHO,FRANCISCO MOACIR BEZERRA DE MELO FILHO,19476
ANA PEREIRA DA SILVA,ANA PEREIRA DA SILVA,604
ALEXANDRE DOS SANTOS RODRIGUES,ALEXANDRE DOS SANTOS RODRIGUES,19488
JOSÉ ROBERTO PREBILL,JOSÉ ROBERTO PREBILL,0
MARLI JOSE DA SILVA BARBOSA,MARLI JOSE DA SILVA BARBOSA,973
MIGUEL MANSO PEREZ,MIGUEL MANSO PEREZ,14960
ALEX PEREIRA DE MATOS,ALEX PEREIRA DE MATOS,10650
AIDAN ANTONIO RAVIN,AIDAN ANTONIO RAVIN,50473
FLAVIO AUGUSTO DA SILVA,FLAVIO AUGUSTO DA SILVA,90436
SEVERINO TARCÍCIO DA SILVA,SEVERINO TARCÍCIO DA SILVA,9369
GETULIO DUARTE FERREIRA,GETULIO DUARTE FERREIRA,1872
AMILTON PACHECO DA SILVA,AMILTON PACHECO DA SILVA,2349
SOELLY MAGALHÃES DO VALLE,SOELLY MAGALHÃES DO VALLE,638
MARCOS CARDOSO TALARICO,MARCOS CARDOSO TALARICO,1507
COSME DAMIÃO GERALDINO,COSME DAMIÃO GERALDINO,1726
SERGIO ANTONIO NECHAR,SERGIO ANTONIO NECHAR,50256
LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FERREIRA FILHO,105247
ELISEU GABRIEL DE PIERI,ELISEU GABRIEL DE PIERI,64931
MARCIO APARECIDO PEREIRA,MARCIO APARECIDO PEREIRA,594
THIAGO HENRIQUE DE ASSIS,THIAGO HENRIQUE DE ASSIS,4221
FRANCISCO MARCIO DE CARVALHO,FRANCISCO MARCIO DE CARVALHO,3473
JOAO DOS SANTOS ALVES SOBRINHO,JOAO DOS SANTOS ALVES SOBRINHO,1848
JUNIATA APARECIDA PAULA SANTOS GERMANN,JUNIATA APARECIDA PAULA SANTOS GERMANN,2872
LUIZ CARLOS BENTO,LUIZ CARLOS BENTO,0
LUIZA ERUNDINA DE SOUSA,LUIZA ERUNDINA DE SOUSA,177279
MARIA DE LOURDES BARBOSA LOPES,MARIA DE LOURDES BARBOSA LOPES,2398
MARISA BAGANHA AZEVEDO E SÁ,MARISA BAGANHA AZEVEDO E SÁ,0
MÁRIO LUIZ GUIDI,MÁRIO LUIZ GUIDI,11354
RAFAEL CORREIA LISBOA,RAFAEL CORREIA LISBOA,197
RENATO DE MATTEO REGINATTO,RENATO DE MATTEO REGINATTO,40865
VANESSA RAMOS CABRAL,VANESSA RAMOS CABRAL,197
EVANIO MARCELINO,EVANIO MARCELINO,7865
ALEX JUNIOR VIANA DE FREITAS,ALEX JUNIOR VIANA DE FREITAS,564
ANTONIO CARLOS LIMEIRAS,ANTONIO CARLOS LIMEIRAS,151
RAIMUNDO LEITE LEMOS,RAIMUNDO LEITE LEMOS,370
ARLEI MEDEIROS DA MATA,ARLEI MEDEIROS DA MATA,8612
BRUNO MAGALHÃES SILVIANO,BRUNO MAGALHÃES SILVIANO,2070
GILBERTO MARQUES,GILBERTO MARQUES,0
SAMUEL PEREIRA DOS SANTOS,SAMUEL PEREIRA DOS SANTOS,885
AILTON AMARAL DOS SANTOS,AILTON AMARAL DOS SANTOS,1120
GENILDO CRUZ FERREIRA,GENILDO CRUZ FERREIRA,535
JOÃO MIGUEL DE AMORIM,JOÃO MIGUEL DE AMORIM,2466
JOAQUIM VIEIRA DOS SANTOS,JOAQUIM VIEIRA DOS SANTOS,298
JULIA AZZI COLLET E SILVA,JULIA AZZI COLLET E SILVA,1645
PEDRO PAULO VIEIRA DE CARVALHO,PEDRO PAULO VIEIRA DE CARVALHO,574
ESTEVAN MARTINS DE CAMPOS,ESTEVAN MARTINS DE CAMPOS,612
PLINIO ANTONIO BRITTO GENTIL,PLINIO ANTONIO BRITTO GENTIL,7406
RICARDO ELIAS IRALLA,RICARDO ELIAS IRALLA,977
MARIA VANUSIA LIMA DOS REIS,MARIA VANUSIA LIMA DOS REIS,584
ABIMAEL SANTOS SOUSA,ABIMAEL SANTOS SOUSA,4232
SHIRLANDIA SALES NOVAIS,SHIRLANDIA SALES NOVAIS,124
ANTONIO DE JESUS ROCHA,ANTONIO DE JESUS ROCHA,4999
JOSÉ SILVA DE SOUZA,JOSÉ SILVA DE SOUZA,1146
RICARDO SIMÕES,RICARDO SIMÕES,243
MARIANA CONTI TAKAHASHI,MARIANA CONTI TAKAHASHI,16914
AKIKO AKIYAMA,AKIKO AKIYAMA,1634
DANTE JOSE DE OLIVEIRA E PEIXOTO,DANTE JOSE DE OLIVEIRA E PEIXOTO,2085
THIAGO TRINDADE DE AGUIAR,THIAGO TRINDADE DE AGUIAR,7840
EVA DA CONCEIÇÃO RODRIGUES DE SOUSA,EVA DA CONCEIÇÃO RODRIGUES DE SOUSA,244
ANSELMO PIRES DA SILVA NETO,ANSELMO PIRES DA SILVA NETO,1503
AGOSTINHO FERREIRA GOMES,AGOSTINHO FERREIRA GOMES,1330
ALDO JOSIAS DOS SANTOS,ALDO JOSIAS DOS SANTOS,2466
EMILSON ANTONIO MARTINEZ ROVERI,EMILSON ANTONIO MARTINEZ ROVERI,1910
GENTIL DA SILVA NUNES,GENTIL DA SILVA NUNES,1336
SEBASTIÃO ATILIO DA SILVA,SEBASTIÃO ATILIO DA SILVA,2065
ADRIANA APARECIDA PAONE,ADRIANA APARECIDA PAONE,905
ALEX DA MATA SILVA,ALEX DA MATA SILVA,1922
JOSE RONALDO GOMES DA SILVA,JOSE RONALDO GOMES DA SILVA,480
MARCELO DA SILVA ALVES,MARCELO DA SILVA ALVES,741
RAFAEL MARMO,RAFAEL MARMO,1996
LUIS GUILHERME CAMPOS DE OLIVEIRA,LUIS GUILHERME CAMPOS DE OLIVEIRA,5616
ANIVALDO LAURINDO FERREIRA,ANIVALDO LAURINDO FERREIRA,1312
DOMINGOS ALEXSANDRO COSTA MOTA,DOMINGOS ALEXSANDRO COSTA MOTA,1996
ENEIDA FIGUEIREDO KOURY,ENEIDA FIGUEIREDO KOURY,1930
MARCIA VIEIRA,MARCIA VIEIRA,86
SUZETE CHAFFIN,SUZETE CHAFFIN,1068
ERISBERTO ANTONIO MOREIRA COSTA,ERISBERTO ANTONIO MOREIRA COSTA,818
FELIPE BRILHANTE MAROPO,FELIPE BRILHANTE MAROPO,529
GIVANILDO MANOEL DA SILVA,GIVANILDO MANOEL DA SILVA,0
IRIS MARIA PEREIRA DA SILVA,IRIS MARIA PEREIRA DA SILVA,80
MARIA JOSE DA SILVA BEZERRA,MARIA JOSE DA SILVA BEZERRA,350
MARCELO JOSE SAMPAIO,MARCELO JOSE SAMPAIO,715
RENAN DIAS OLIVEIRA,RENAN DIAS OLIVEIRA,1437
ROBINSON GOMES DOS SANTOS,ROBINSON GOMES DOS SANTOS,276
VALDIR APARECIDO FUMIS,VALDIR APARECIDO FUMIS,0
VITOR JOSE SANTOS DE OLIVEIRA,VITOR JOSE SANTOS DE OLIVEIRA,5681
WILLY YU,WILLY YU,212
JENIS DE ANDRADE,JENIS DE ANDRADE,10258
DIMITRI AURELIO DA SILVEIRA,DIMITRI AURELIO DA SILVEIRA,789
JAMIL PAULO PRUDENCIANO,JAMIL PAULO PRUDENCIANO,2418
RICARDO ALVAREZ,RICARDO ALVAREZ,6560
LUIS ALBERTO DOMINGOS CAMPANA,LUIS ALBERTO DOMINGOS CAMPANA,104
WILIAN DA SILVA CORDEIRO,WILIAN DA SILVA CORDEIRO,395
ALEXANDRE BREVIGLIERI ALVES CASTILHO,ALEXANDRE BREVIGLIERI ALVES CASTILHO,4487
CREUSA LIMA DA SILVA,CREUSA LIMA DA SILVA,241
NEUZA RODRIGUES MENDES,NEUZA RODRIGUES MENDES,321
MARCOS RAUL DE ALMEIDA SOUZA,MARCOS RAUL DE ALMEIDA SOUZA,453
ANTONIO FRANCISCO DE OLIVEIRA,ANTONIO FRANCISCO DE OLIVEIRA,1287
IRENE ALVES CORRÊA,IRENE ALVES CORRÊA,216
ROSALINA MARTINS DE SOUZA,ROSALINA MARTINS DE SOUZA,174
SILVINEIDE SANTANA SANTOS,SILVINEIDE SANTANA SANTOS,208
DOUGLAS ELIAS BELCHIOR,DOUGLAS ELIAS BELCHIOR,11710
JULIO CEZAR DE OLIVEIRA FRANÇA,JULIO CEZAR DE OLIVEIRA FRANÇA,394
ROGÉRIO CARVALHO,ROGÉRIO CARVALHO,6555
ALINE CATARINE GONDIM,ALINE CATARINE GONDIM,502
IVAN VALENTE,IVAN VALENTE,168928
ANTÔNIO DONIZETE FERREIRA,ANTÔNIO DONIZETE FERREIRA,22853
ALESSANDRA DE PAIVA LIMA,ALESSANDRA DE PAIVA LIMA,510
ELSE ANGELICA FELIPE DE PAULA,ELSE ANGELICA FELIPE DE PAULA,160
GILDEINA DOS SANTOS ALMEIDA,GILDEINA DOS SANTOS ALMEIDA,29
ROSEMEIRE RODOLFO,ROSEMEIRE RODOLFO,33
ELZA ALVES DE CARVALHO,ELZA ALVES DE CARVALHO,980
JOSÉ CARLOS SELBACH EYMAEL,JOSÉ CARLOS SELBACH EYMAEL,934
LINDBERG CLEMENTE DE MORAES,LINDBERG CLEMENTE DE MORAES,2282
WILMAR LUCIANO BARBOSA,WILMAR LUCIANO BARBOSA,178
JOEL JOVINO DE SOUZA,JOEL JOVINO DE SOUZA,704
ESTHER ERCILIA PRUDENTE STEDTLER,ESTHER ERCILIA PRUDENTE STEDTLER,333
FILINHA DE OLIVEIRA CARDOZO,FILINHA DE OLIVEIRA CARDOZO,340
GUSTAVO OLYMPIO ROMEIRO RAMOS MELLO,GUSTAVO OLYMPIO ROMEIRO RAMOS MELLO,321
SÉRGIO DE OLIVEIRA MURBACK,SÉRGIO DE OLIVEIRA MURBACK,207
ANDRE LUIZ MARQUESANI DOMINGOS,ANDRE LUIZ MARQUESANI DOMINGOS,491
BENVINDO FLAUSINO ALVES,BENVINDO FLAUSINO ALVES,162
CICERO NOVAIS,CICERO NOVAIS,853
EZIO FRANCISCO BALBINO,EZIO FRANCISCO BALBINO,3308
JOSE CARLOS DE JESUS SILVA,JOSE CARLOS DE JESUS SILVA,0
EDUARDO NUNES BRANDÃO,EDUARDO NUNES BRANDÃO,1080
FERNANDO NEY RODRIGUES SANTOS,FERNANDO NEY RODRIGUES SANTOS,322
GEREMIAS NUNES DE SIQUEIRA,GEREMIAS NUNES DE SIQUEIRA,577
JOSÉ ALBERTO DE LIMA E SILVA,JOSÉ ALBERTO DE LIMA E SILVA,325
LUCIANO DE SOUZA SILVA,LUCIANO DE SOUZA SILVA,155
MARCOS ANTONIO DAS NEVES,MARCOS ANTONIO DAS NEVES,1221
MARCOS EDMILSON EVANGELISTA,MARCOS EDMILSON EVANGELISTA,751
MARIA GORETE DA SILVA AQUINO,MARIA GORETE DA SILVA AQUINO,389
MEIRE MORAES CAMARGO DIAS,MEIRE MORAES CAMARGO DIAS,84
MOACYR ALVES DE SOUZA,MOACYR ALVES DE SOUZA,1038
NATALINO ANTONIO DA SILVA,NATALINO ANTONIO DA SILVA,2260
SEBASTIÃO PAULO DOS SANTOS,SEBASTIÃO PAULO DOS SANTOS,635
WALTER JOSÉ GONÇALVES JUNIOR,WALTER JOSÉ GONÇALVES JUNIOR,244
ALEXANDRE APARECIDO PORFIRIO,ALEXANDRE APARECIDO PORFIRIO,597
ABDO LCARIM MAZLOUM,ABDO LCARIM MAZLOUM,12360
ALUIZIO LEONARDO,ALUIZIO LEONARDO,0
ANDERSON DELBUE GIANETTI,ANDERSON DELBUE GIANETTI,1890
ANDRÉIA CRISTINA BELTRAN DE ATAÍDE,ANDRÉIA CRISTINA BELTRAN DE ATAÍDE,491
EROSTINA TOMAZ DA SILVA CERQUEIRA,EROSTINA TOMAZ DA SILVA CERQUEIRA,86
FABRICIO RODRIGUES RIBEIRO,FABRICIO RODRIGUES RIBEIRO,698
FABIANO ANDRE LUCAS MARIANO,FABIANO ANDRE LUCAS MARIANO,16927
FRANCISCO GOMES DA SILVA,FRANCISCO GOMES DA SILVA,10922
FRANCISCO TADAO NAKANO,FRANCISCO TADAO NAKANO,3645
GORETE NATIVIDADE DA SILVA,GORETE NATIVIDADE DA SILVA,545
IRACY APARECIDA ANTUNES DE SOUZA,IRACY APARECIDA ANTUNES DE SOUZA,81
ITAMAR ALVES DE OLIVEIRA,ITAMAR ALVES DE OLIVEIRA,3136
IVAN PEREIRA DA SILVA,IVAN PEREIRA DA SILVA,1100
JOÃO CARLOS MACHADO,JOÃO CARLOS MACHADO,4307
JOSÉ CARLOS BORGO,JOSÉ CARLOS BORGO,4300
JOSE DE MAR PIMENTA JUNIOR,JOSE DE MAR PIMENTA JUNIOR,1722
JOSE PIRES DE ALMEIDA,JOSE PIRES DE ALMEIDA,256
JOSÉ WANDERLEY DE ANDRADE,JOSÉ WANDERLEY DE ANDRADE,9586
JOSENILDO ANTONIO DA SILVA,JOSENILDO ANTONIO DA SILVA,6635
MARCO ANTONIO NOTARI,MARCO ANTONIO NOTARI,0
SERGIO OLIMPIO GOMES,SERGIO OLIMPIO GOMES,179195
RICARDO AUGUSTO MACHADO DA SILVA,RICARDO AUGUSTO MACHADO DA SILVA,98869
TELEMACO TONETTI BORSARI,TELEMACO TONETTI BORSARI,6905
PEDRO SERAFIM JUNIOR,PEDRO SERAFIM JUNIOR,42738
WILSON DE SOUZA COELHO,WILSON DE SOUZA COELHO,1454
WILLIAM NUNES AFFONSO,WILLIAM NUNES AFFONSO,5047
ROGERIO GARCIA DE OLIVEIRA,ROGERIO GARCIA DE OLIVEIRA,2641
NALIENE MOURA DA SILVA,NALIENE MOURA DA SILVA,856
MARIA GILCIMAR DE SOUZA,MARIA GILCIMAR DE SOUZA,273
MARIA GONÇALVES DE LIMA,MARIA GONÇALVES DE LIMA,260
SILVIA VALENTE,SILVIA VALENTE,616
MARIA HELENA DE ALMEIDA,MARIA HELENA DE ALMEIDA,345
ROSEMARY DA SILVEIRA,ROSEMARY DA SILVEIRA,337
MARGARETE ANTUNES DOS SANTOS,MARGARETE ANTUNES DOS SANTOS,121
MARCOS AURELIO FRANCO DO NASCIMENTO,MARCOS AURELIO FRANCO DO NASCIMENTO,120
MANOEL ANTUNES,MANOEL ANTUNES,3006
MARIA APARECIDA DE SOUSA BARROS,MARIA APARECIDA DE SOUSA BARROS,0
ROSANGELA RIBEIRO DE ASSIS,ROSANGELA RIBEIRO DE ASSIS,925
ABRÃO GEORGES RESTOM,ABRÃO GEORGES RESTOM,939
ALFREDO LUIZ ONDAS,ALFREDO LUIZ ONDAS,5487
ALEX VATUTIN HATO,ALEX VATUTIN HATO,27715
ALVARO ORNELLAS,ALVARO ORNELLAS,495
ANTONIO FERREIRA PINTO,ANTONIO FERREIRA PINTO,12114
MARIA APARECIDA FERREIRA,MARIA APARECIDA FERREIRA,6304
LUIZ CARLOS CALDERONI,LUIZ CARLOS CALDERONI,7551
BALBINA DE OLIVEIRA DE PAULA SANTOS,BALBINA DE OLIVEIRA DE PAULA SANTOS,0
ELAINE SILVEIRA NEVES,ELAINE SILVEIRA NEVES,889
ELIENE SIQUEIRA RIBEIRO,ELIENE SIQUEIRA RIBEIRO,241
ELISEU MINICHILLO DE ARAUJO,ELISEU MINICHILLO DE ARAUJO,1145
EMELY CAROLINE FERNANDES CORREA,EMELY CAROLINE FERNANDES CORREA,1262
FATIMA APARECIDA FERREIRA,FATIMA APARECIDA FERREIRA,685
JOSE CLAUDIO FABIANO SILVA,JOSE CLAUDIO FABIANO SILVA,700
MARCIA REGINA ALVES CARNEIRO,MARCIA REGINA ALVES CARNEIRO,1115
MARINES BATISTA MAGRI CAMPOS,MARINES BATISTA MAGRI CAMPOS,2741
SAMANTHA OLIVEIRA PITA DO NASCIMENTO,SAMANTHA OLIVEIRA PITA DO NASCIMENTO,1360
SANDRA NOGUEIRA FERREIRA DA SILVA,SANDRA NOGUEIRA FERREIRA DA SILVA,842
WALTER VICIONI GONÇALVES,WALTER VICIONI GONÇALVES,54133
MANOEL DA CRUZ CARLOS VIEIRA,MANOEL DA CRUZ CARLOS VIEIRA,668
ARYENE MARTINS ALMEIDA,ARYENE MARTINS ALMEIDA,323
WILSON DIAS RIBEIRO,WILSON DIAS RIBEIRO,231
RENATO ARIEDI LIMA,RENATO ARIEDI LIMA,5400
ELIAS FERNANDES CASSUNDÉ,ELIAS FERNANDES CASSUNDÉ,11781
EURIPEDES DE CASTRO JUNIOR,EURIPEDES DE CASTRO JUNIOR,1045
AUDES LUIS MEIRA LUBAS,AUDES LUIS MEIRA LUBAS,314
EDMAR LUZ DE ALMEIDA,EDMAR LUZ DE ALMEIDA,1284
AJURICABA DE SOUZA MENEZES,AJURICABA DE SOUZA MENEZES,905
MANOEL CARDOSO DA SILVA,MANOEL CARDOSO DA SILVA,476
PLINIO FERNANDES MARTINS,PLINIO FERNANDES MARTINS,1082
HENRI HAJIME SATO,HENRI HAJIME SATO,3755
GEILSON JERONIMO DE OLIVEIRA,GEILSON JERONIMO DE OLIVEIRA,702
GILBERTO CAETANO DE FRANÇA,GILBERTO CAETANO DE FRANÇA,12003
HUDSON PESSINI,HUDSON PESSINI,6239
JANIO GONÇALVES DE OLIVEIRA,JANIO GONÇALVES DE OLIVEIRA,34958
JOSÉ CARLOS OCTAVIANI,JOSÉ CARLOS OCTAVIANI,34980
ADEL CHARAF EDDINE,ADEL CHARAF EDDINE,9435
ALEXANDRE RUFINO DE LIMA,ALEXANDRE RUFINO DE LIMA,1046
BRAZ BELLO JUNIOR,BRAZ BELLO JUNIOR,2388
EDSON EDINHO COELHO ARAUJO,EDSON EDINHO COELHO ARAUJO,112780
FRANCINETO LUZ DE AGUIAR,FRANCINETO LUZ DE AGUIAR,26013
LILIAN BLECH HAMAOUI,LILIAN BLECH HAMAOUI,191
LUIZ FELIPE BALEIA TENUTO ROSSI,LUIZ FELIPE BALEIA TENUTO ROSSI,208351
MARCIO MASSAMI NAKASHIMA,MARCIO MASSAMI NAKASHIMA,46856
MAURICIO BARONI BERNARDINETTI,MAURICIO BARONI BERNARDINETTI,21693
MAURICIO DE OLIVEIRA CARNEIRO,MAURICIO DE OLIVEIRA CARNEIRO,10946
PAULO CESAR DE OLIVEIRA LIMA,PAULO CESAR DE OLIVEIRA LIMA,34298
SEBASTIAO PEREIRA DOS SANTOS,SEBASTIAO PEREIRA DOS SANTOS,1213
ROSA RAMOS,ROSA RAMOS,881
ALINE LEMOS CORRÊA DE OLIVEIRA ANDRADE,ALINE LEMOS CORRÊA DE OLIVEIRA ANDRADE,0
ANITA LIMA BEZERRA NINI,ANITA LIMA BEZERRA NINI,883
DURVAL MORELLI NETO,DURVAL MORELLI NETO,1331
GERVASIO APARECIDO DA SILVA,GERVASIO APARECIDO DA SILVA,21402
GRACIELA DE LOURDES DAVID AMBROSIO,GRACIELA DE LOURDES DAVID AMBROSIO,59435
GUILHERME AUGUSTO SANCHES RIBEIRO,GUILHERME AUGUSTO SANCHES RIBEIRO,41527
GUILHERME MUSSI FERREIRA,GUILHERME MUSSI FERREIRA,156296
JOSE OLÍMPIO SILVEIRA MORAES,JOSE OLÍMPIO SILVEIRA MORAES,154597
JOSÉ MARIO YAMASHITA,JOSÉ MARIO YAMASHITA,604
MARCELO RICARDO MARIANO,MARCELO RICARDO MARIANO,3050
MARCOS DANIEL VICENTE,MARCOS DANIEL VICENTE,16672
MARGARETH GALVÃO CARBINATO,MARGARETH GALVÃO CARBINATO,458
PAULO SALIM MALUF,PAULO SALIM MALUF,250296
ROBERVAL SAKAI BASTOS PINTO,ROBERVAL SAKAI BASTOS PINTO,25226
RODRIGO OLIVEIRA,RODRIGO OLIVEIRA,8316
RODRIGO VEIGA SIMÕES DE SOUZA,RODRIGO VEIGA SIMÕES DE SOUZA,5625
DENISE SINEIDE DE MARIA SOARES,DENISE SINEIDE DE MARIA SOARES,1215
FERNANDO BISPO DA SILVA,FERNANDO BISPO DA SILVA,32136
GIVANILDO SOARES DA SILVA,GIVANILDO SOARES DA SILVA,9585
JEFERSON LUIS DA SILVA,JEFERSON LUIS DA SILVA,6636
JORGE MARTINS SALGADO,JORGE MARTINS SALGADO,9973
MARCELO ROCCO,MARCELO ROCCO,927
RUBENS BENEDITO FERNANDES,RUBENS BENEDITO FERNANDES,5420
ANTONIO GOULART DOS REIS,ANTONIO GOULART DOS REIS,92546
CARLOS SUSSUMO SHINODA,CARLOS SUSSUMO SHINODA,894
DÉLBIO CAMARGO TERUEL,DÉLBIO CAMARGO TERUEL,18443
EDUARDO ANTONIO DA SILVA PIRES,EDUARDO ANTONIO DA SILVA PIRES,42058
FABIO SOARES DE OLIVEIRA,FABIO SOARES DE OLIVEIRA,4442
GISELDA ALVES BOMFIM,GISELDA ALVES BOMFIM,377
GUILHERME CAMPOS JUNIOR,GUILHERME CAMPOS JUNIOR,69425
HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO CASTILHO PASSOS JUNIOR,92583
JEFFERSON ALVES DE CAMPOS,JEFFERSON ALVES DE CAMPOS,161790
JOSÉ ROBERTO SANTIAGO GOMES,JOSÉ ROBERTO SANTIAGO GOMES,69604
JUNJI ABE,JUNJI ABE,79909
KARINA DIAS DE OLIVEIRA,KARINA DIAS DE OLIVEIRA,247
MARCOS FERREIRA GODOY,MARCOS FERREIRA GODOY,35017
RAFAEL FELIPE DEMARCHI,RAFAEL FELIPE DEMARCHI,31583
REINALDO DOS SANTOS,REINALDO DOS SANTOS,1983
RICARDO IZAR JUNIOR,RICARDO IZAR JUNIOR,113547
WALTER SHINDI IIHOSHI,WALTER SHINDI IIHOSHI,88069
MARCOS DE SOUZA CHAVES,MARCOS DE SOUZA CHAVES,421
JOÃO BATISTA MARCELINO,JOÃO BATISTA MARCELINO,320
MOISES FUENTES FERNANDES,MOISES FUENTES FERNANDES,71
EDNÉIA DE OLIVEIRA,EDNÉIA DE OLIVEIRA,263
CRISTIANE BARBOZA CONCEIÇÃO,CRISTIANE BARBOZA CONCEIÇÃO,42
JOÃO FRANCISCO GARCIA,JOÃO FRANCISCO GARCIA,2602
CHRISTINA GONÇALVES BORMANN CATALANI,CHRISTINA GONÇALVES BORMANN CATALANI,64
ENILDO INACIO DA SILVA,ENILDO INACIO DA SILVA,77
GUILHERME SARTORIS DE AZEVEDO SOUZA,GUILHERME SARTORIS DE AZEVEDO SOUZA,62
HAVANIR TAVARES DE ALMEIDA NIMTZ,HAVANIR TAVARES DE ALMEIDA NIMTZ,10668
JOSE LUIZ GLADCHI,JOSE LUIZ GLADCHI,120
LUIZ GUILHERME THEODORO DOS SANTOS ORTIZ,LUIZ GUILHERME THEODORO DOS SANTOS ORTIZ,258
MAGNO ALVES DE OLIVEIRA,MAGNO ALVES DE OLIVEIRA,1061
SALVADOR MORETTI,SALVADOR MORETTI,1457
SUELI APARECIDA BOETTO,SUELI APARECIDA BOETTO,244
AGRIPINO BARBOSA MACEDO,AGRIPINO BARBOSA MACEDO,2857
ANTENOR NOGUEIRA LIMA,ANTENOR NOGUEIRA LIMA,401
BENEDITO VIEIRA COELHO,BENEDITO VIEIRA COELHO,511
CARLOS FERNANDO SANTOS ANTUNES,CARLOS FERNANDO SANTOS ANTUNES,421
HOSANNAH DA SILVA VALE,HOSANNAH DA SILVA VALE,114
LEONILDO BATISTA,LEONILDO BATISTA,2057
MARLON MEIRA DOS SANTOS,MARLON MEIRA DOS SANTOS,735
MAURICIO DANIEL DE SOUZA,MAURICIO DANIEL DE SOUZA,595
MAYARA GONÇALVES DA SILVA THOMAZINI,MAYARA GONÇALVES DA SILVA THOMAZINI,21
MOISES BARROS DE OLIVEIRA,MOISES BARROS DE OLIVEIRA,690
MÔNICA FERRE,MÔNICA FERRE,239
NEWTON RIBEIRO DINAMARCO,NEWTON RIBEIRO DINAMARCO,702
WALTER BONETTI,WALTER BONETTI,513
LORENI RODRIGUES,LORENI RODRIGUES,16
CARLOS ALBERTO CLARO DE ALMEIDA,CARLOS ALBERTO CLARO DE ALMEIDA,82
LENINA VERNUCCI DA SILVA,LENINA VERNUCCI DA SILVA,1848
CESAR TAYAR,CESAR TAYAR,970
NELSON MARQUEZELLI,NELSON MARQUEZELLI,112711
ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,112940
MARIA JOSÉ CÂNDIDO DOS SANTOS RAIMUNDO,MARIA JOSÉ CÂNDIDO DOS SANTOS RAIMUNDO,1066
ROBERTO ALVES RAUTENBERG,ROBERTO ALVES RAUTENBERG,42016
ROQUE PINHEIRO GODOY,ROQUE PINHEIRO GODOY,2270
FATIMA TERESINHA DE AGUIAR,FATIMA TERESINHA DE AGUIAR,993
FRANCISCO CARLOS DA SILVA,FRANCISCO CARLOS DA SILVA,0
ISRAEL MARQUES CAJAI,ISRAEL MARQUES CAJAI,608
OCTAVIANO AUGUSTO DE CAMPOS BUENO,OCTAVIANO AUGUSTO DE CAMPOS BUENO,3189
PAULO FERNANDO BARUFI DA SILVA,PAULO FERNANDO BARUFI DA SILVA,11604
PAULO GOMES JUNIOR,PAULO GOMES JUNIOR,0
PAULO JESUS FRANGE,PAULO JESUS FRANGE,28105
PAULO TASSO DINIZ,PAULO TASSO DINIZ,1197
PEDRO VICENTE TUZINO LEITE,PEDRO VICENTE TUZINO LEITE,2788
