nome,nome,votos
SOLANGE SILVA DE JESUS,SOLANGE SILVA DE JESUS,82
NEWTON JOÃO TEIXEIRA JUNIOR,NEWTON JOÃO TEIXEIRA JUNIOR,3598
ELIEIDE MACIEL DE OLIVEIRA BORGES,ELIEIDE MACIEL DE OLIVEIRA BORGES,96
ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,159839
BENITO DA GAMA SANTOS,BENITO DA GAMA SANTOS,71372
CESAR JOAO MARTINS PERCO,CESAR JOAO MARTINS PERCO,1299
FELIX DE ALMEIDA MENDONÇA JUNIOR,FELIX DE ALMEIDA MENDONÇA JUNIOR,130582
FLÁVIA GHISSONI DOS SANTOS,FLÁVIA GHISSONI DOS SANTOS,1164
NALVA SOUZA SAMPAIO,NALVA SOUZA SAMPAIO,1384
NIVALDO TEIXEIRA LIMA FILHO,NIVALDO TEIXEIRA LIMA FILHO,1560
ODIOSVALDO BOMFIM VIGAS,ODIOSVALDO BOMFIM VIGAS,12242
REGINA PATRÍCIA COSTA MORELLI DOS SANTOS,REGINA PATRÍCIA COSTA MORELLI DOS SANTOS,693
SEVERIANO ALVES DE SOUZA,SEVERIANO ALVES DE SOUZA,28275
AFONSO BANDEIRA FLORENCE,AFONSO BANDEIRA FLORENCE,82661
ALICE MAZZUCO PORTUGAL,ALICE MAZZUCO PORTUGAL,72681
AMAURI SANTOS TEIXEIRA,AMAURI SANTOS TEIXEIRA,50681
DANIEL GOMES DE ALMEIDA,DANIEL GOMES DE ALMEIDA,135382
DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON DE MAGALHÃES SANTOS,65170
ELISANGELA DOS SANTOS ARAUJO,ELISANGELA DOS SANTOS ARAUJO,31503
EMILIANO JOSÉ DA SILVA FILHO,EMILIANO JOSÉ DA SILVA FILHO,63623
GERALDO SIMÕES DE OLIVEIRA,GERALDO SIMÕES DE OLIVEIRA,55636
HENRIQUE TAVARES BARREIROS,HENRIQUE TAVARES BARREIROS,3944
JORGE JOSÉ SANTOS PEREIRA SOLLA,JORGE JOSÉ SANTOS PEREIRA SOLLA,125159
JOSIAS GOMES DA SILVA,JOSIAS GOMES DA SILVA,98870
JOSÉ LUIZ RESSURREIÇÃO DOS SANTOS,JOSÉ LUIZ RESSURREIÇÃO DOS SANTOS,0
LUIZ ALBERTO SILVA DOS SANTOS,LUIZ ALBERTO SILVA DOS SANTOS,48530
LUIZ CARLOS CAETANO,LUIZ CARLOS CAETANO,125862
MOEMA ISABEL PASSOS GRAMACHO,MOEMA ISABEL PASSOS GRAMACHO,81414
NELSON VICENTE PORTELA PELLEGRINO,NELSON VICENTE PORTELA PELLEGRINO,111251
ROBINSON SANTOS ALMEIDA,ROBINSON SANTOS ALMEIDA,64265
VALMIR CARLOS DA ASSUNÇÃO,VALMIR CARLOS DA ASSUNÇÃO,123283
WALDENOR ALVES PEREIRA FILHO,WALDENOR ALVES PEREIRA FILHO,114965
YULO OITICICA PEREIRA,YULO OITICICA PEREIRA,56506
EDSON SAMPAIO PIMENTA,EDSON SAMPAIO PIMENTA,51676
FERNANDO DANTAS TORRES,FERNANDO DANTAS TORRES,66215
JOSÉ NUNES SOARES,JOSÉ NUNES SOARES,105776
JOSÉ CARLOS LEÃO DE ARAUJO,JOSÉ CARLOS LEÃO DE ARAUJO,72012
JUSMARI TEREZINHA DE SOUZA OLIVEIRA,JUSMARI TEREZINHA DE SOUZA OLIVEIRA,56206
PAULO SERGIO PARANHOS DE MAGALHÃES,PAULO SERGIO PARANHOS DE MAGALHÃES,77045
JOÃO CARLOS PAOLILO BACELAR FILHO,JOÃO CARLOS PAOLILO BACELAR FILHO,111642
JOSÉ ALVES ROCHA,JOSÉ ALVES ROCHA,101663
PEDRO ALCANTARA DE SOUZA,PEDRO ALCANTARA DE SOUZA,16694
CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,125605
JOÃO HONORATO NASCIMENTO CASTRO,JOÃO HONORATO NASCIMENTO CASTRO,6960
MÁRIO SÍLVIO MENDES NEGROMONTE JÚNIOR,MÁRIO SÍLVIO MENDES NEGROMONTE JÚNIOR,169214
ROBERTO PEREIRA DE BRITTO,ROBERTO PEREIRA DE BRITTO,110822
RONALDO CARLETTO,RONALDO CARLETTO,148628
ÉRICA BATISTA DE SANTANA,ÉRICA BATISTA DE SANTANA,3245
DILEUZA DE SOUZA PINTO,DILEUZA DE SOUZA PINTO,52
TABATA PRISCILA SILVA CERQUEIRA,TABATA PRISCILA SILVA CERQUEIRA,117
SERGIO LUIS LACERDA BRITO,SERGIO LUIS LACERDA BRITO,83657
JOSE CARLOS LELIS COSTA,JOSE CARLOS LELIS COSTA,6181
DOMINGOS LEONELLI NETTO,DOMINGOS LEONELLI NETTO,21958
ENOQUE MENESES SILVA,ENOQUE MENESES SILVA,1725
DEJANIRA ROBERTA DE MORAES BORGES,DEJANIRA ROBERTA DE MORAES BORGES,555
JOCELIO RAMOS DE OLIVEIRA,JOCELIO RAMOS DE OLIVEIRA,2745
ANTONIO TADEU NASCIMENTO FERNANDES,ANTONIO TADEU NASCIMENTO FERNANDES,54172
ADALBERTO SOUZA GALVAO,ADALBERTO SOUZA GALVAO,96133
GERALDO JOSE BITTENCOURT DA COSTA,GERALDO JOSE BITTENCOURT DA COSTA,1079
LANDISVALTH DOS SANTOS LIMA,LANDISVALTH DOS SANTOS LIMA,901
CREUZA MARIA OLIVEIRA,CREUZA MARIA OLIVEIRA,0
TADEU LUCAS SANTOS CORREIA,TADEU LUCAS SANTOS CORREIA,1199
MARCELO SIQUEIRA BARRETO,MARCELO SIQUEIRA BARRETO,7306
ADILSON VICENTE DA SILVA,ADILSON VICENTE DA SILVA,6268
AMADEUS DOS SANTOS SILVA,AMADEUS DOS SANTOS SILVA,4806
ANDRÉ LUIZ ARAÚJO FEITOSA,ANDRÉ LUIZ ARAÚJO FEITOSA,811
CLEBER ROBERTO PINHO DA SILVA,CLEBER ROBERTO PINHO DA SILVA,1969
CRISTIANE BACELAR TEGOURTI,CRISTIANE BACELAR TEGOURTI,137
GENIVALDO PEREIRA DO NASCIMENTO,GENIVALDO PEREIRA DO NASCIMENTO,477
MARIA LUCIA SILVA NASCIMENTO,MARIA LUCIA SILVA NASCIMENTO,206
TATIANA MARIA PARAISO,TATIANA MARIA PARAISO,4978
NADJARA LIMA REGIS,NADJARA LIMA REGIS,8394
MILTON GUIMARAES BEZERRA FILHO,MILTON GUIMARAES BEZERRA FILHO,2732
JOVENICE DOS SANTOS SILVA,JOVENICE DOS SANTOS SILVA,902
ALECCIENE CHAVES GUSMAO,ALECCIENE CHAVES GUSMAO,1523
NAYANA MOTA GUSMÃO DA SILVA,NAYANA MOTA GUSMÃO DA SILVA,4856
RILDO SANTOS SOUZA,RILDO SANTOS SOUZA,132
ROQUE CAZUMBÁ DE QUEIROZ,ROQUE CAZUMBÁ DE QUEIROZ,1780
EDSON FERREIRA NUNES,EDSON FERREIRA NUNES,87
JOSE ABILIO SILVA DE SANTANA,JOSE ABILIO SILVA DE SANTANA,34124
EDSON ROBERTO DA SILVA VIEIRA,EDSON ROBERTO DA SILVA VIEIRA,263
SEVERINO DE SANTANA,SEVERINO DE SANTANA,1215
JORGE FERREIRA DOS SANTOS,JORGE FERREIRA DOS SANTOS,1016
DURVAL QUEIROZ ALVES NETO,DURVAL QUEIROZ ALVES NETO,174
ALEXANDRE GOMES MARQUES,ALEXANDRE GOMES MARQUES,12881
FREDERICO FERRAZ MELO,FREDERICO FERRAZ MELO,1847
JOCEVAL RODRIGUES DOS SANTOS,JOCEVAL RODRIGUES DOS SANTOS,36779
LUIZA GLAUCIA BASTOS PINHEIRO,LUIZA GLAUCIA BASTOS PINHEIRO,309
MARLENE MOTA SEPULVEDA BALTHAZAR DA SILVEIRA,MARLENE MOTA SEPULVEDA BALTHAZAR DA SILVEIRA,51
NEIDE AZEVEDO DE JESUS ARAUJO,NEIDE AZEVEDO DE JESUS ARAUJO,0
SINVAL MOTA MASCARENHAS,SINVAL MOTA MASCARENHAS,1566
JOSÉ ALVARO FRANÇA RIOS,JOSÉ ALVARO FRANÇA RIOS,1970
ALONSO JOSE DOS SANTOS CAMANDAROBA,ALONSO JOSE DOS SANTOS CAMANDAROBA,1476
ANTONMARA MAGALHÃES FRAGA LIMA,ANTONMARA MAGALHÃES FRAGA LIMA,659
EDIGAR EVANGELISTA DOS ANJOS,EDIGAR EVANGELISTA DOS ANJOS,22397
IVANILSON GOMES DOS SANTOS,IVANILSON GOMES DOS SANTOS,22782
JOSE LUIZ DE SOUZA,JOSE LUIZ DE SOUZA,1375
MARCELO BORGES BOTELHO,MARCELO BORGES BOTELHO,2428
RAMON DE SENA SOUZA,RAMON DE SENA SOUZA,4899
TARCISIO GAMA MACHADO,TARCISIO GAMA MACHADO,1564
DAVID SALOMÃO DOS SANTOS LIMA,DAVID SALOMÃO DOS SANTOS LIMA,5666
RAMON VINICIUS MORAES DIAS MIRANDA DOS SANTOS,RAMON VINICIUS MORAES DIAS MIRANDA DOS SANTOS,531
RIVAILTON PINTO VELOSO DA SILVA,RIVAILTON PINTO VELOSO DA SILVA,6189
ANTONIO PEREIRA DE ARAUJO NETO,ANTONIO PEREIRA DE ARAUJO NETO,347
ULDURICO ALENCAR PINTO,ULDURICO ALENCAR PINTO,39904
JOSE RAIMUNDO DA SILVA,JOSE RAIMUNDO DA SILVA,1137
CLAUDIO CAJADO SAMPAIO,CLAUDIO CAJADO SAMPAIO,89118
CLÁUDIO PINHEIRO TABOADA,CLÁUDIO PINHEIRO TABOADA,13244
ELMAR JOSÉ VIEIRA NASCIMENTO,ELMAR JOSÉ VIEIRA NASCIMENTO,88334
GERSON SILVA GABRIELLI,GERSON SILVA GABRIELLI,16907
JOSÉ CARLOS ALELUIA COSTA,JOSÉ CARLOS ALELUIA COSTA,101923
JOSÉ FRANCISCO PINTO,JOSÉ FRANCISCO PINTO,55170
LEONEL CRISTO PONTES,LEONEL CRISTO PONTES,1934
LUCIANO FRED BRAGA PENHA,LUCIANO FRED BRAGA PENHA,61898
MARCELO DE MELO SILVA,MARCELO DE MELO SILVA,24822
PAULO VELLOSO DANTAS AZI,PAULO VELLOSO DANTAS AZI,110661
ANTONIO JOSÉ IMBASSAHY DA SILVA,ANTONIO JOSÉ IMBASSAHY DA SILVA,120479
CARLOS EDUARDO LOPES BRAGA,CARLOS EDUARDO LOPES BRAGA,361
GUILHERME JOSÉ DA SILVA VIANNA FILHO,GUILHERME JOSÉ DA SILVA VIANNA FILHO,426
JOÃO GUALBERTO VASCONCELOS,JOÃO GUALBERTO VASCONCELOS,117670
JUTAHY MAGALHÃES JUNIOR,JUTAHY MAGALHÃES JUNIOR,108476
LUISLINDA DIAS DE VALOIS SANTOS,LUISLINDA DIAS DE VALOIS SANTOS,9557
MOISES BARBOSA DOS SANTOS,MOISES BARBOSA DOS SANTOS,2370
ANA RITA TAVARES TEIXEIRA,ANA RITA TAVARES TEIXEIRA,18084
KATIA HELENA BACELAR RIBEIRO DOS SANTOS,KATIA HELENA BACELAR RIBEIRO DOS SANTOS,9
MAURICIO GONÇALVES TRINDADE,MAURICIO GONÇALVES TRINDADE,46555
ADALBERTO LELIS FILHO,ADALBERTO LELIS FILHO,0
JOSÉ AUGUSTO NOGUEIRA DA SILVA,JOSÉ AUGUSTO NOGUEIRA DA SILVA,1609
JOSÉ RAIMUNDO SAMPAIO OLIVEIRA,JOSÉ RAIMUNDO SAMPAIO OLIVEIRA,6240
LUCIMARA ANDRADE BOMFIM,LUCIMARA ANDRADE BOMFIM,47
LUCIO QUADROS VIEIRA LIMA,LUCIO QUADROS VIEIRA LIMA,222164
SAUL LOMANTO FERNANDES,SAUL LOMANTO FERNANDES,2748
ALBERTO FÁBIO FERREIRA DE SANTANA,ALBERTO FÁBIO FERREIRA DE SANTANA,4849
SILVIO ALVES DOS SANTOS,SILVIO ALVES DOS SANTOS,1319
FABIO SERRAVALLE FRANCO,FABIO SERRAVALLE FRANCO,2622
JOAO CARLOS BACELAR BATISTA,JOAO CARLOS BACELAR BATISTA,95158
NEREU PAULO BERTOLI,NEREU PAULO BERTOLI,5409
ACELINO FREITAS,ACELINO FREITAS,23017
ADSON MUNIZ SANTOS,ADSON MUNIZ SANTOS,477
EDILEUZA SILVA SOUZA,EDILEUZA SILVA SOUZA,1042
ERONILDES VASCONCELOS CARVALHO,ERONILDES VASCONCELOS CARVALHO,116912
JOSÉ CARLOS DE JESUS RODRIGUES,JOSÉ CARLOS DE JESUS RODRIGUES,0
MÁRCIO CARLOS MARINHO,MÁRCIO CARLOS MARINHO,117470
JOAO LUIZ CORREIA ARGOLO DOS SANTOS,JOAO LUIZ CORREIA ARGOLO DOS SANTOS,63649
COLBERT MARTINS DA SILVA FILHO,COLBERT MARTINS DA SILVA FILHO,57361
ARTHUR DE OLIVEIRA MAIA DA SILVA,ARTHUR DE OLIVEIRA MAIA DA SILVA,95697
TABAJARA SOARES MARQUES,TABAJARA SOARES MARQUES,4693
MARCOS ANTÔNIO MEDRADO,MARCOS ANTÔNIO MEDRADO,56229
CLAUDIO ROBERTO OLIVEIRA PINA,CLAUDIO ROBERTO OLIVEIRA PINA,1207
ANTONIO LAZARO SILVA,ANTONIO LAZARO SILVA,161437
CLAUDIO DOS SANTOS NASCIMENTO,CLAUDIO DOS SANTOS NASCIMENTO,987
ERIVELTON LIMA SANTANA,ERIVELTON LIMA SANTANA,74836
GIVALDO FIUZA DE ALMEIDA,GIVALDO FIUZA DE ALMEIDA,0
INÁCIA CONCEIÇÃO SANTOS,INÁCIA CONCEIÇÃO SANTOS,474
NERIVALDO DO ESPIRITO SANTO DOS SANTOS,NERIVALDO DO ESPIRITO SANTO DOS SANTOS,6642
ROSE KATIANI OLIVEIRA DA SILVA,ROSE KATIANI OLIVEIRA DA SILVA,323
SARA QUEIROZ DOS SANTOS,SARA QUEIROZ DOS SANTOS,340
SIMONE DOS SANTOS OLIVEIRA,SIMONE DOS SANTOS OLIVEIRA,718
SELMA SILVA DE OLIVEIRA,SELMA SILVA DE OLIVEIRA,317
YURI BITTENCOURT NEVES,YURI BITTENCOURT NEVES,1930
JOAO ALCIDES REIS DE FREITAS,JOAO ALCIDES REIS DE FREITAS,933
WILLIAN ACHAN,WILLIAN ACHAN,2847
ELIONAI FERREIRA SANTOS,ELIONAI FERREIRA SANTOS,443
CLEONILDO SANTOS TIBÚRCIO,CLEONILDO SANTOS TIBÚRCIO,65
JOAO LUIZ SILVA SANTOS,JOAO LUIZ SILVA SANTOS,7448
PAULO MIGUEL BRANDAO DE SOUZA,PAULO MIGUEL BRANDAO DE SOUZA,741
VALCREDES ALVES SIARA,VALCREDES ALVES SIARA,5095
ALVIR DOS SANTOS SILVA,ALVIR DOS SANTOS SILVA,3141
DERMIVAL DA CRUZ SANTOS,DERMIVAL DA CRUZ SANTOS,1734
DIVA MARIA DA SILVA,DIVA MARIA DA SILVA,390
EDCHARLES ALVINO DE OLIVEIRA,EDCHARLES ALVINO DE OLIVEIRA,253
EMANOEL FERREIRA COSTA DA ROCHA,EMANOEL FERREIRA COSTA DA ROCHA,1319
HUMBERTO LOPES CEDRAZ,HUMBERTO LOPES CEDRAZ,11623
JOSAFA RAMOS DOS SANTOS,JOSAFA RAMOS DOS SANTOS,18654
JOSE ANTONIO DE FREITAS JUNIOR,JOSE ANTONIO DE FREITAS JUNIOR,5916
LUIZ CARLOS BASSUMA,LUIZ CARLOS BASSUMA,18062
MANOEL SANTOS LIMA,MANOEL SANTOS LIMA,0
OTAVIO JOEL DE ARAUJO,OTAVIO JOEL DE ARAUJO,5883
ROBÉRIO ALVES NEVES,ROBÉRIO ALVES NEVES,2341
RUDIVAL JOSE DOS SANTOS,RUDIVAL JOSE DOS SANTOS,600
VALDILSON DA SILVA ROCHA,VALDILSON DA SILVA ROCHA,1153
JOSEPH WALLACE FARIA BANDEIRA,JOSEPH WALLACE FARIA BANDEIRA,0
ELIVAL VIEIRA DOS SANTOS,ELIVAL VIEIRA DOS SANTOS,2511
RAIMUNDO MOISÉS DA SILVA CALIXTO,RAIMUNDO MOISÉS DA SILVA CALIXTO,1225
IVANILDES DOS PASSOS VAZ,IVANILDES DOS PASSOS VAZ,158
RAIMUNDO JOSE DE JESUS GONÇALVES,RAIMUNDO JOSE DE JESUS GONÇALVES,609
DERISVALDO DA SILVA BONFIM,DERISVALDO DA SILVA BONFIM,767
MANOELITO ARGOLO DOS SANTOS JUNIOR,MANOELITO ARGOLO DOS SANTOS JUNIOR,75
EDILSON VICENTE CARNEIRO DE ALMEIDA,EDILSON VICENTE CARNEIRO DE ALMEIDA,2056
ADRIANO ROBERTO DO VALE,ADRIANO ROBERTO DO VALE,550
ORLANGELO ALMEIDA PEREIRA,ORLANGELO ALMEIDA PEREIRA,355
RAIMUNDO FLAVIO FERREIRA FRANCA,RAIMUNDO FLAVIO FERREIRA FRANCA,2009
PAULO AYRTON LINHARES FEIJÃO,PAULO AYRTON LINHARES FEIJÃO,3973
PAULO CESAR PAIVA DE SOUZA LIMA,PAULO CESAR PAIVA DE SOUZA LIMA,1962
ANTÔNIO ALMIR DE SOUSA,ANTÔNIO ALMIR DE SOUSA,6540
GRACIA MARIA LAFAYETE SANTOS,GRACIA MARIA LAFAYETE SANTOS,758
MARIA DE LOURDES DA SILVA BARBOSA,MARIA DE LOURDES DA SILVA BARBOSA,186
ANTONIO CARLOS DE SA BRANDAO,ANTONIO CARLOS DE SA BRANDAO,1365
PAULO ROBERTO BERNARDO DA SILVA,PAULO ROBERTO BERNARDO DA SILVA,2389
FRANCISCO ERNESTO MARTINS DA SILVA,FRANCISCO ERNESTO MARTINS DA SILVA,1588
LEDA MARIA DO NASCIMENTO PEREIRA,LEDA MARIA DO NASCIMENTO PEREIRA,469
MARIGISA LIMA DA PAZ,MARIGISA LIMA DA PAZ,446
WELLINGTON SILVA BRITO,WELLINGTON SILVA BRITO,6729
JADSON SARTO ANGELO OLIVEIRA DE PONTES,JADSON SARTO ANGELO OLIVEIRA DE PONTES,4771
ELIANE MARIA LIMA QUEIROZ,ELIANE MARIA LIMA QUEIROZ,618
DOMINGOS SAVIO BEZERRA GONÇALVES,DOMINGOS SAVIO BEZERRA GONÇALVES,1574
ANTONIO FERNANDES DA SILVA FILHO,ANTONIO FERNANDES DA SILVA FILHO,2481
MORONI BING TORGAN,MORONI BING TORGAN,277773
JOÃO ARTHUR PESSOA DE CARVALHO,JOÃO ARTHUR PESSOA DE CARVALHO,4934
FRANCISCO EVANDRO DE CARVALHO,FRANCISCO EVANDRO DE CARVALHO,1955
MARIA NEIDE FILGUEIRA PIANCO PINHEIRO,MARIA NEIDE FILGUEIRA PIANCO PINHEIRO,3546
RAYLLANE ROBERTA ANGELO DA SILVA,RAYLLANE ROBERTA ANGELO DA SILVA,579
ABRAAO LUCIANO DOS SANTOS COSTA,ABRAAO LUCIANO DOS SANTOS COSTA,1527
DIONES DA SILVA MOURA,DIONES DA SILVA MOURA,268
FRANCISCO VAIDON OLIVEIRA,FRANCISCO VAIDON OLIVEIRA,9445
AMILTON ALVES GOMES,AMILTON ALVES GOMES,3341
DULCILDO BEZERRA DE OLIVEIRA,DULCILDO BEZERRA DE OLIVEIRA,130
ELISANGELA PICANÇO COSTA,ELISANGELA PICANÇO COSTA,14
FRANCINETE MARQUES DE OLIVEIRA,FRANCINETE MARQUES DE OLIVEIRA,309
GILVAN LUIZ PEREIRA,GILVAN LUIZ PEREIRA,381
HELOISA CRISTINA GOMES DE BRITO,HELOISA CRISTINA GOMES DE BRITO,110
IBERNON DA PAZ MONTEIRO,IBERNON DA PAZ MONTEIRO,2926
JOSE AMERICO BARROS DA ROCHA FILHO,JOSE AMERICO BARROS DA ROCHA FILHO,6327
JOSE CELIO GOMES,JOSE CELIO GOMES,728
LUIS LEÃO DA SILVA,LUIS LEÃO DA SILVA,653
MARIA CRISTINA SILVA SANTOS,MARIA CRISTINA SILVA SANTOS,738
MEIRIANE DE MORAIS LIMA,MEIRIANE DE MORAIS LIMA,335
RIBAMAR VIANA DA SILVA,RIBAMAR VIANA DA SILVA,8600
MOSES HAENDEL MELO RODRIGUES,MOSES HAENDEL MELO RODRIGUES,147044
EDILSON ALVES MARTINS PINTO,EDILSON ALVES MARTINS PINTO,1200
MARIA CECILIA FEITOZA GOMES,MARIA CECILIA FEITOZA GOMES,2557
JOSE LUCIANO MUNIZ LIMA,JOSE LUCIANO MUNIZ LIMA,3445
LUISA GONÇALVES DA SILVA,LUISA GONÇALVES DA SILVA,1033
PAULO ALBERTO LIMA VIANA,PAULO ALBERTO LIMA VIANA,463
VALDIR BARBOSA DE MEDEIROS,VALDIR BARBOSA DE MEDEIROS,1050
NAGEL SILVA DA CUNHA,NAGEL SILVA DA CUNHA,292
PEDRO WILSON DE SOUSA OLIVEIRA,PEDRO WILSON DE SOUSA OLIVEIRA,449
SORAYA VANINI TUPINAMBA,SORAYA VANINI TUPINAMBA,5056
JOSÉ ERNESTO RODRIGUES SALES,JOSÉ ERNESTO RODRIGUES SALES,213
FRANCILENE CÂNDIDO DOS SANTOS,FRANCILENE CÂNDIDO DOS SANTOS,1113
ADELITA MONTEIRO NUNES,ADELITA MONTEIRO NUNES,4647
FRANCISCO RIBEIRO TORRES,FRANCISCO RIBEIRO TORRES,367
FRANCISCO JOSÉ GOMES,FRANCISCO JOSÉ GOMES,4342
FRANCISCO ROBERTO DOS SANTOS,FRANCISCO ROBERTO DOS SANTOS,4327
ANIBAL FERREIRA GOMES,ANIBAL FERREIRA GOMES,173735
CARLOS MAURO CABRAL BENEVIDES,CARLOS MAURO CABRAL BENEVIDES,60200
ESMERALDA ROBERTO DE SOUSA LIMA,ESMERALDA ROBERTO DE SOUSA LIMA,3804
FRANCISCO DANILO BASTOS FORTE,FRANCISCO DANILO BASTOS FORTE,180157
JAZIEL PEREIRA DE SOUSA,JAZIEL PEREIRA DE SOUSA,53561
JOSÉ GERARDO CORRÊA DE ARRUDA,JOSÉ GERARDO CORRÊA DE ARRUDA,1117
MÁRIO FEITOZA DE CARVALHO FREITAS,MÁRIO FEITOZA DE CARVALHO FREITAS,56161
VITOR PEREIRA VALIM,VITOR PEREIRA VALIM,92499
FATIMA MARIA VIDIGAL RIBEIRO,FATIMA MARIA VIDIGAL RIBEIRO,212
FLAVIO ALVES SABINO,FLAVIO ALVES SABINO,120484
JORGE LUIZ RIBEIRO GONZAGA,JORGE LUIZ RIBEIRO GONZAGA,2189
MARCIO BATISTA BARBOSA,MARCIO BATISTA BARBOSA,2147
MARIA GORETE PEREIRA,MARIA GORETE PEREIRA,130982
FRANCISCO MAGNO CARNEIRO LIMA,FRANCISCO MAGNO CARNEIRO LIMA,2839
JOSE SANDRO DA SILVA,JOSE SANDRO DA SILVA,718
JÉSSICA CARVALHO FREITAS,JÉSSICA CARVALHO FREITAS,584
MARCELO DA SILVA MATOS,MARCELO DA SILVA MATOS,2250
ANTONIO AUGUSTO MOREIRA DE MENEZES,ANTONIO AUGUSTO MOREIRA DE MENEZES,4754
ELIETE SAMPAIO PINHEIRO,ELIETE SAMPAIO PINHEIRO,1598
FRANCISCO ALMINO LEITE DE MENEZES,FRANCISCO ALMINO LEITE DE MENEZES,1095
MAYRA ISABEL CORREIA PINHEIRO,MAYRA ISABEL CORREIA PINHEIRO,25834
RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,95145
FRANCISCO ENILSON DE SOUSA SOARES,FRANCISCO ENILSON DE SOUSA SOARES,2422
JOSÉ MARLIM DOS SANTOS,JOSÉ MARLIM DOS SANTOS,0
LEONEL ALENCAR JUNIOR,LEONEL ALENCAR JUNIOR,29216
PAULO DE TARSO FACÓ BEZERRA,PAULO DE TARSO FACÓ BEZERRA,23739
CELIO STUDART BARBOSA,CELIO STUDART BARBOSA,29763
JOSE MANOEL DOS SANTOS NETO,JOSE MANOEL DOS SANTOS NETO,4776
JOSÉ SILVA GOMES,JOSÉ SILVA GOMES,341
LEIDE OLIVEIRA PESSOA DANTAS,LEIDE OLIVEIRA PESSOA DANTAS,1512
RAIMUNDO MARCELO CARVALHO DA SILVA,RAIMUNDO MARCELO CARVALHO DA SILVA,13431
SILVANIA TEIXEIRA DA SILVA,SILVANIA TEIXEIRA DA SILVA,359
FRANCISCO SOLISMAR LOPES DE ARAUJO,FRANCISCO SOLISMAR LOPES DE ARAUJO,0
MARIA NILDA SOUSA DA SILVA,MARIA NILDA SOUSA DA SILVA,39
CÍCERA MARIA ARAÚJO,CÍCERA MARIA ARAÚJO,247
JOSÉ ALEXANDRE FIRMINO DA SILVA MAFRA,JOSÉ ALEXANDRE FIRMINO DA SILVA MAFRA,1917
FRANCISCO CLAUDIO NUNES DA ROCHA,FRANCISCO CLAUDIO NUNES DA ROCHA,3481
ANTONIO REGINALDO COSTA MOREIRA,ANTONIO REGINALDO COSTA MOREIRA,12471
PEDRO BENICIO MARQUES MOREIRA,PEDRO BENICIO MARQUES MOREIRA,1183
JOSÉ RODRIGUES DE ALBUQUERQUE,JOSÉ RODRIGUES DE ALBUQUERQUE,1969
ANTONIA GLEIDE DA SILVA SANTOS,ANTONIA GLEIDE DA SILVA SANTOS,118
FÁBIO AURÉLIO DA SILVA MARTINS,FÁBIO AURÉLIO DA SILVA MARTINS,470
JOSÉ FERREIRA DA SILVA JÚNIOR,JOSÉ FERREIRA DA SILVA JÚNIOR,453
LAILTON ROCHA MELO,LAILTON ROCHA MELO,5857
SAMUEL MORAES BRAGA,SAMUEL MORAES BRAGA,4530
FRANCISCO DE ASSIS REIS DE OLIVEIRA,FRANCISCO DE ASSIS REIS DE OLIVEIRA,9760
NILDERLAN ANTONIO QUEIROZ GUERRA,NILDERLAN ANTONIO QUEIROZ GUERRA,579
VICENTE FERREIRA DE ARRUDA COELHO,VICENTE FERREIRA DE ARRUDA COELHO,70767
FRANCISCO ARIOSTO HOLANDA,FRANCISCO ARIOSTO HOLANDA,60669
ALINE RODRIGUES DE ANDRADE MAGALHAES,ALINE RODRIGUES DE ANDRADE MAGALHAES,30
ANDRE PEIXOTO FIGUEIREDO LIMA,ANDRE PEIXOTO FIGUEIREDO LIMA,125360
ANTONIO BALHMANN CARDOSO NUNES FILHO,ANTONIO BALHMANN CARDOSO NUNES FILHO,87665
ANTONIO EUDES XAVIER,ANTONIO EUDES XAVIER,35952
ANTÔNIA AURENI DE CARVALHO ALBUQUERQUE,ANTÔNIA AURENI DE CARVALHO ALBUQUERQUE,978
CELIA ROMERO GONÇALVES RODRIGUES,CELIA ROMERO GONÇALVES RODRIGUES,359
DEODATO JOSE RAMALHO JUNIOR,DEODATO JOSE RAMALHO JUNIOR,18535
DOMINGOS GOMES DE AGUIAR NETO,DOMINGOS GOMES DE AGUIAR NETO,185225
EDSON SILVA,EDSON SILVA,19836
EUGÊNIO RABELO,EUGÊNIO RABELO,37105
FRANCISCO ANTONIO COSTA EMILIANO,FRANCISCO ANTONIO COSTA EMILIANO,6774
FRANCISCO DAS CHAGAS ALCANTARA MACEDO,FRANCISCO DAS CHAGAS ALCANTARA MACEDO,8453
FRANCISCO LOPES DA SILVA,FRANCISCO LOPES DA SILVA,80578
GENECIAS MATEUS NORONHA,GENECIAS MATEUS NORONHA,221566
JOSE ACRISIO DE SENA,JOSE ACRISIO DE SENA,15676
JOSE ADAIL CARNEIRO SILVA,JOSE ADAIL CARNEIRO SILVA,113885
JOSE AIRTON FELIX CIRILO DA SILVA,JOSE AIRTON FELIX CIRILO DA SILVA,94055
JOSE ARNON CRUZ BEZERRA DE MENEZES,JOSE ARNON CRUZ BEZERRA DE MENEZES,84473
